# {'participant': 'juan-carlos', 'session': 'baseline', 'EEG': 'Yes', 'date': '2022_févr._01_1549', 'expName': 'FT-RSGT-rTMS', 'frameRate': 60.00022888270905}
subj, EEG,trial,time, stimulus, response
juan-carlos,True,89,66.7517640591,stimulus,
juan-carlos,True,90,67.5017840862,stimulus,
juan-carlos,True,90,67.5065929890,tap,l
juan-carlos,True,91,68.2518069744,stimulus,
juan-carlos,True,91,68.2569620609,tap,s
juan-carlos,True,92,69.0018241405,stimulus,
juan-carlos,True,92,69.0032880306,tap,s
juan-carlos,True,93,69.7518830299,stimulus,
juan-carlos,True,93,69.7943391800,tap,l
juan-carlos,True,94,70.5019330978,stimulus,
juan-carlos,True,94,70.6014239788,tap,s
juan-carlos,True,95,71.2518880367,stimulus,
juan-carlos,True,95,71.2746551037,tap,s
juan-carlos,True,95,72.0007510185,tap,l
juan-carlos,True,96,72.0019171238,stimulus,
juan-carlos,True,97,72.7519199848,stimulus,
juan-carlos,True,97,72.7754290104,tap,s
juan-carlos,True,98,73.5019440651,stimulus,
juan-carlos,True,98,73.5257492065,tap,s
juan-carlos,True,99,74.2519581318,stimulus,
juan-carlos,True,99,74.2558650970,tap,l
juan-carlos,True,100,75.0019741058,stimulus,
juan-carlos,True,100,75.0306739807,tap,s
juan-carlos,True,101,75.7519881725,stimulus,
juan-carlos,True,101,75.7530221939,tap,s
juan-carlos,True,102,76.5019991398,stimulus,
juan-carlos,True,102,76.5436291695,tap,l
juan-carlos,True,102,77.2210271358,tap,s
juan-carlos,True,103,77.2520191669,stimulus,
juan-carlos,True,104,78.0020451546,stimulus,
juan-carlos,True,104,78.0322041512,tap,s
juan-carlos,True,105,78.7520639896,stimulus,
juan-carlos,True,105,78.7906889915,tap,l
juan-carlos,True,106,96.7793250084,probe_task,3
juan-carlos, True,106,101.9466650486,probe_intention,1
juan-carlos,True,106,110.3461751938,probe_distraction,0
juan-carlos,True,107,114.1292040348,stimulus,
juan-carlos,True,107,114.4603350163,tap,s
juan-carlos,True,108,114.8790071011,stimulus,
juan-carlos,True,108,114.9430651665,tap,s
juan-carlos,True,109,115.6290299892,stimulus,
juan-carlos,True,109,115.6366920471,tap,l
juan-carlos,True,110,116.3790481091,stimulus,
juan-carlos,True,110,116.3951740265,tap,s
juan-carlos,True,111,117.1290600300,stimulus,
juan-carlos,True,111,117.1780180931,tap,s
juan-carlos,True,112,117.8790771961,stimulus,
juan-carlos,True,112,117.9283411503,tap,l
juan-carlos,True,113,118.6291182041,stimulus,
juan-carlos,True,113,118.7112190723,tap,s
juan-carlos,True,114,119.3791060448,stimulus,
juan-carlos,True,114,119.4250521660,tap,s
juan-carlos,True,115,120.1291279793,stimulus,
juan-carlos,True,115,120.1916871071,tap,l
juan-carlos,True,116,120.8791420460,stimulus,
juan-carlos,True,116,120.9218320847,tap,s
juan-carlos,True,117,121.6291670799,stimulus,
juan-carlos,True,117,121.6884381771,tap,s
juan-carlos,True,118,122.3791801929,stimulus,
juan-carlos,True,118,122.4307451248,tap,l
juan-carlos,True,119,123.1292030811,stimulus,
juan-carlos,True,119,123.1973450184,tap,s
juan-carlos,True,120,123.8792262077,stimulus,
juan-carlos,True,120,123.9519519806,tap,s
juan-carlos,True,121,124.6292359829,stimulus,
juan-carlos,True,121,124.7346880436,tap,l
juan-carlos,True,122,125.3792581558,stimulus,
juan-carlos,True,122,125.4688570499,tap,s
juan-carlos,True,123,126.1293489933,stimulus,
juan-carlos,True,123,126.2193460464,tap,s
juan-carlos,True,124,126.8792970181,stimulus,
juan-carlos,True,124,126.9697780609,tap,l
juan-carlos,True,125,127.6293630600,stimulus,
juan-carlos,True,125,127.6958210468,tap,s
juan-carlos,True,126,128.3793530464,stimulus,
juan-carlos,True,126,128.4299211502,tap,s
juan-carlos,True,127,129.1293530464,stimulus,
juan-carlos,True,127,129.1600689888,tap,l
juan-carlos,True,128,129.8794450760,stimulus,
juan-carlos,True,128,129.9226481915,tap,s
juan-carlos,True,129,130.6294460297,stimulus,
juan-carlos,True,129,130.6892540455,tap,s
juan-carlos,True,130,131.3794419765,stimulus,
juan-carlos,True,130,131.3908891678,tap,l
juan-carlos,True,131,132.1294450760,stimulus,
juan-carlos,True,131,132.1859271526,tap,s
juan-carlos,True,132,132.8794441223,stimulus,
juan-carlos,True,132,132.9241189957,tap,s
juan-carlos,True,132,133.6218721867,tap,l
juan-carlos,True,133,133.6294481754,stimulus,
juan-carlos,True,133,134.3519129753,tap,s
juan-carlos,True,134,134.3794710636,stimulus,
juan-carlos,True,135,135.1294851303,stimulus,
juan-carlos,True,135,135.1427981853,tap,s
juan-carlos,True,135,135.8445570469,tap,l
juan-carlos,True,136,135.8795011044,stimulus,
juan-carlos,True,137,136.6295251846,stimulus,
juan-carlos,True,137,136.6598331928,tap,s
juan-carlos,True,138,137.3795411587,stimulus,
juan-carlos,True,138,137.4386160374,tap,s
juan-carlos,True,138,138.1160361767,tap,l
juan-carlos,True,139,138.1295521259,stimulus,
juan-carlos,True,140,138.8795700073,stimulus,
juan-carlos,True,140,138.9191720486,tap,s
juan-carlos,True,141,139.6295900345,stimulus,
juan-carlos,True,141,139.6452231407,tap,s
juan-carlos,True,141,140.3469669819,tap,l
juan-carlos,True,142,140.3796110153,stimulus,
juan-carlos,True,143,141.1296350956,stimulus,
juan-carlos,True,143,141.1582150459,tap,s
juan-carlos,True,144,141.8796591759,stimulus,
juan-carlos,True,144,141.9450750351,tap,s
juan-carlos,True,145,142.6296741962,stimulus,
juan-carlos,True,145,142.6590301991,tap,l
juan-carlos,True,146,143.3796880245,stimulus,
juan-carlos,True,146,143.3931992054,tap,s
juan-carlos,True,146,144.1111910343,tap,s
juan-carlos,True,147,144.1297240257,stimulus,
juan-carlos,True,147,144.8372590542,tap,l
juan-carlos,True,148,144.8797440529,stimulus,
juan-carlos,True,149,145.6297681332,stimulus,
juan-carlos,True,149,145.7255220413,tap,s
juan-carlos,True,150,146.3797872066,stimulus,
juan-carlos,True,150,146.4555261135,tap,s
juan-carlos,True,151,147.1297991276,stimulus,
juan-carlos,True,151,147.1897940636,tap,l
juan-carlos,True,152,147.8798201084,stimulus,
juan-carlos,True,152,147.8833761215,tap,s
juan-carlos,True,153,148.6298301220,stimulus,
juan-carlos,True,153,148.6499421597,tap,s
juan-carlos,True,154,149.3798460960,stimulus,
juan-carlos,True,154,149.3922359943,tap,l
juan-carlos,True,155,150.1298630238,stimulus,
juan-carlos,True,155,150.1308531761,tap,s
juan-carlos,True,156,150.8798761368,stimulus,
juan-carlos,True,156,150.9457371235,tap,s
juan-carlos,True,157,151.6298961639,stimulus,
juan-carlos,True,157,151.7204310894,tap,l
juan-carlos,True,158,152.3799121380,stimulus,
juan-carlos,True,158,152.4060339928,tap,s
juan-carlos,True,159,153.1299290657,stimulus,
juan-carlos,True,159,153.1767041683,tap,s
juan-carlos,True,160,153.8799500465,stimulus,
juan-carlos,True,160,153.9595880508,tap,l
juan-carlos,True,161,154.6299650669,stimulus,
juan-carlos,True,161,154.6896181107,tap,s
juan-carlos,True,162,155.3799781799,stimulus,
juan-carlos,True,162,155.4643881321,tap,s
juan-carlos,True,163,156.1299970150,stimulus,
juan-carlos,True,163,156.1945240498,tap,l
juan-carlos,True,164,156.8800120354,stimulus,
juan-carlos,True,164,156.8963119984,tap,s
juan-carlos,True,165,157.6300342083,stimulus,
juan-carlos,True,165,157.6953871250,tap,s
juan-carlos,True,166,158.3800671101,stimulus,
juan-carlos,True,166,158.4821681976,tap,l
juan-carlos,True,167,159.1300721169,stimulus,
juan-carlos,True,167,159.1515522003,tap,s
juan-carlos,True,168,159.8800950050,stimulus,
juan-carlos,True,168,159.9343090057,tap,s
juan-carlos,True,169,160.6301159859,stimulus,
juan-carlos,True,169,160.6807920933,tap,l
juan-carlos,True,170,161.3801341057,stimulus,
juan-carlos,True,170,161.3946561813,tap,s
juan-carlos,True,171,162.1301510334,stimulus,
juan-carlos,True,171,162.1490230560,tap,s
juan-carlos,True,172,162.8801732063,stimulus,
juan-carlos,True,172,162.9399871826,tap,l
juan-carlos,True,173,163.6301860809,stimulus,
juan-carlos,True,173,163.6701691151,tap,s
juan-carlos,True,174,164.3802030087,stimulus,
juan-carlos,True,174,164.4043960571,tap,s
juan-carlos,True,175,165.1302261353,stimulus,
juan-carlos,True,175,165.1871972084,tap,l
juan-carlos,True,176,165.8802411556,stimulus,
juan-carlos,True,176,165.9051301479,tap,s
juan-carlos,True,177,166.6302649975,stimulus,
juan-carlos,True,177,166.6433980465,tap,s
juan-carlos,True,178,167.3802781105,stimulus,
juan-carlos,True,178,167.4344000816,tap,l
juan-carlos,True,179,168.1303009987,stimulus,
juan-carlos,True,179,168.1319861412,tap,s
juan-carlos,True,180,168.8803131580,stimulus,
juan-carlos,True,180,168.8863980770,tap,s
juan-carlos,True,181,169.6303300858,stimulus,
juan-carlos,True,181,169.6692841053,tap,l
juan-carlos,True,182,176.8096430302,probe_task,3
juan-carlos, True,182,180.6769411564,probe_intention,1
juan-carlos,True,182,184.4599599838,probe_distraction,0
juan-carlos,True,183,188.2435200214,stimulus,
juan-carlos,True,183,188.6406841278,tap,s
juan-carlos,True,184,188.9932990074,stimulus,
juan-carlos,True,184,189.0422980785,tap,s
juan-carlos,True,185,189.7433190346,stimulus,
juan-carlos,True,185,189.7522230148,tap,l
juan-carlos,True,186,190.4934170246,stimulus,
juan-carlos,True,186,190.5067381859,tap,s
juan-carlos,True,187,191.2434170246,stimulus,
juan-carlos,True,187,191.2570390701,tap,s
juan-carlos,True,188,191.9934179783,stimulus,
juan-carlos,True,188,192.0196361542,tap,l
juan-carlos,True,189,192.7434179783,stimulus,
juan-carlos,True,189,192.7781240940,tap,s
juan-carlos,True,189,193.4879951477,tap,s
juan-carlos,True,190,193.4934191704,stimulus,
juan-carlos,True,191,194.2434201241,stimulus,
juan-carlos,True,191,194.2505311966,tap,l
juan-carlos,True,192,194.9934720993,stimulus,
juan-carlos,True,192,195.0049781799,tap,s
juan-carlos,True,193,195.7434921265,stimulus,
juan-carlos,True,193,195.7838079929,tap,s
juan-carlos,True,194,196.4934930801,stimulus,
juan-carlos,True,194,196.5625820160,tap,l
juan-carlos,True,195,197.2434940338,stimulus,
juan-carlos,True,195,197.3291561604,tap,s
juan-carlos,True,196,197.9935140610,stimulus,
juan-carlos,True,196,198.0228011608,tap,s
juan-carlos,True,197,198.7435491085,stimulus,
juan-carlos,True,197,198.7935221195,tap,l
juan-carlos,True,198,199.4935491085,stimulus,
juan-carlos,True,198,199.4952421188,tap,s
juan-carlos,True,199,200.2435891628,stimulus,
juan-carlos,True,199,200.2618761063,tap,s
juan-carlos,True,200,200.9935901165,stimulus,
juan-carlos,True,200,201.0082640648,tap,l
juan-carlos,True,201,201.7436020374,stimulus,
juan-carlos,True,201,201.7545900345,tap,s
juan-carlos,True,202,202.4936270714,stimulus,
juan-carlos,True,202,202.5171380043,tap,s
juan-carlos,True,203,203.2436389923,stimulus,
juan-carlos,True,203,203.2595250607,tap,l
juan-carlos,True,203,203.9571380615,tap,s
juan-carlos,True,204,203.9936511517,stimulus,
juan-carlos,True,205,204.7436871529,stimulus,
juan-carlos,True,205,204.7967240810,tap,s
juan-carlos,True,206,205.4936940670,stimulus,
juan-carlos,True,206,205.5592889786,tap,l
juan-carlos,True,206,206.2407741547,tap,s
juan-carlos,True,207,206.2437109947,stimulus,
juan-carlos,True,208,206.9937310219,stimulus,
juan-carlos,True,208,206.9952630997,tap,s
juan-carlos,True,208,207.7212560177,tap,l
juan-carlos,True,209,207.7437469959,stimulus,
juan-carlos,True,210,208.4937632084,stimulus,
juan-carlos,True,210,208.5284361839,tap,s
juan-carlos,True,211,209.2437841892,stimulus,
juan-carlos,True,211,209.2748270035,tap,s
juan-carlos,True,212,209.9938070774,stimulus,
juan-carlos,True,212,210.0576250553,tap,l
juan-carlos,True,213,210.7438240051,stimulus,
juan-carlos,True,213,210.8079700470,tap,s
juan-carlos,True,214,211.4938349724,stimulus,
juan-carlos,True,214,211.5867249966,tap,s
juan-carlos,True,214,212.2278151512,tap,l
juan-carlos,True,215,212.2438530922,stimulus,
juan-carlos,True,215,212.9863560200,tap,s
juan-carlos,True,216,212.9938859940,stimulus,
juan-carlos,True,217,213.7438960075,stimulus,
juan-carlos,True,217,213.7732281685,tap,s
juan-carlos,True,218,214.4939169884,stimulus,
juan-carlos,True,218,214.5277030468,tap,l
juan-carlos,True,218,215.2172920704,tap,s
juan-carlos,True,219,215.2439241409,stimulus,
juan-carlos,True,220,215.9939451218,stimulus,
juan-carlos,True,220,216.0487761497,tap,s
juan-carlos,True,221,216.7439692020,stimulus,
juan-carlos,True,221,216.7951140404,tap,l
juan-carlos,True,221,217.4725940228,tap,s
juan-carlos,True,222,217.4939880371,stimulus,
juan-carlos,True,222,218.2311160564,tap,s
juan-carlos,True,223,218.2439920902,stimulus,
juan-carlos,True,223,218.9694480896,tap,l
juan-carlos,True,224,218.9940030575,stimulus,
juan-carlos,True,224,219.7036151886,tap,s
juan-carlos,True,225,219.7440171242,stimulus,
juan-carlos,True,225,220.4215722084,tap,s
juan-carlos,True,226,220.4940299988,stimulus,
juan-carlos,True,226,221.1030421257,tap,l
juan-carlos,True,227,221.2440450191,stimulus,
juan-carlos,True,227,221.9142711163,tap,s
juan-carlos,True,228,221.9940631390,stimulus,
juan-carlos,True,228,222.6120040417,tap,s
juan-carlos,True,229,222.7440650463,stimulus,
juan-carlos,True,229,223.3096761703,tap,l
juan-carlos,True,230,223.4941260815,stimulus,
juan-carlos,True,230,224.1046850681,tap,s
juan-carlos,True,231,224.2441160679,stimulus,
juan-carlos,True,231,224.8145241737,tap,s
juan-carlos,True,232,224.9941420555,stimulus,
juan-carlos,True,232,225.4595260620,tap,l
juan-carlos,True,233,225.7441630363,stimulus,
juan-carlos,True,233,226.3235340118,tap,s
juan-carlos,True,234,226.4941811562,stimulus,
juan-carlos,True,234,227.0616600513,tap,s
juan-carlos,True,235,227.2441911697,stimulus,
juan-carlos,True,235,227.8120410442,tap,l
juan-carlos,True,236,227.9942100048,stimulus,
juan-carlos,True,236,228.5746970177,tap,s
juan-carlos,True,237,228.7442271709,stimulus,
juan-carlos,True,237,229.3209741116,tap,s
juan-carlos,True,238,229.4942200184,stimulus,
juan-carlos,True,238,230.0390441418,tap,l
juan-carlos,True,239,230.2442581654,stimulus,
juan-carlos,True,239,230.8624620438,tap,s
juan-carlos,True,240,230.9942810535,stimulus,
juan-carlos,True,240,231.5924630165,tap,s
juan-carlos,True,241,231.7442901134,stimulus,
juan-carlos,True,241,232.2700080872,tap,l
juan-carlos,True,242,232.4943051338,stimulus,
juan-carlos,True,242,233.1054639816,tap,s
juan-carlos,True,243,233.2443151474,stimulus,
juan-carlos,True,243,233.8355350494,tap,s
juan-carlos,True,244,233.9943389893,stimulus,
juan-carlos,True,244,234.5941259861,tap,l
juan-carlos,True,245,234.7443571091,stimulus,
juan-carlos,True,245,235.3443541527,tap,s
juan-carlos,True,246,235.4943921566,stimulus,
juan-carlos,True,246,236.0543081760,tap,s
juan-carlos,True,247,236.2444159985,stimulus,
juan-carlos,True,247,236.7399060726,tap,l
juan-carlos,True,248,236.9944701195,stimulus,
juan-carlos,True,248,237.4617640972,tap,s
juan-carlos,True,249,237.7444701195,stimulus,
juan-carlos,True,249,238.2405550480,tap,s
juan-carlos,True,250,238.4944710732,stimulus,
juan-carlos,True,250,238.9059441090,tap,l
juan-carlos,True,251,239.2444720268,stimulus,
juan-carlos,True,251,239.6889410019,tap,s
juan-carlos,True,252,239.9945421219,stimulus,
juan-carlos,True,252,240.4151191711,tap,s
juan-carlos,True,253,240.7445430756,stimulus,
juan-carlos,True,253,241.0965430737,tap,l
juan-carlos,True,254,241.4945449829,stimulus,
juan-carlos,True,254,241.9281101227,tap,s
juan-carlos,True,255,242.2445461750,stimulus,
juan-carlos,True,255,242.5812051296,tap,s
juan-carlos,True,256,242.9945471287,stimulus,
juan-carlos,True,256,243.3113410473,tap,l
juan-carlos,True,257,243.7445600033,stimulus,
juan-carlos,True,257,244.1306881905,tap,s
juan-carlos,True,258,244.4945950508,stimulus,
juan-carlos,True,258,244.8406400681,tap,s
juan-carlos,True,259,245.2446010113,stimulus,
juan-carlos,True,259,245.5666420460,tap,l
juan-carlos,True,260,245.9946169853,stimulus,
juan-carlos,True,260,246.3576471806,tap,s
juan-carlos,True,261,246.7446269989,stimulus,
juan-carlos,True,261,247.0837810040,tap,s
juan-carlos,True,262,247.4946470261,stimulus,
juan-carlos,True,262,247.8584811687,tap,l
juan-carlos,True,263,248.2446560860,stimulus,
juan-carlos,True,263,248.6007421017,tap,s
juan-carlos,True,264,248.9946770668,stimulus,
juan-carlos,True,264,249.3310551643,tap,s
juan-carlos,True,265,253.8901140690,probe_task,3
juan-carlos, True,265,257.8570470810,probe_intention,1
juan-carlos,True,265,260.3740141392,probe_distraction,0
juan-carlos,True,266,264.1570692062,stimulus,
juan-carlos,True,266,264.8283681870,tap,s
juan-carlos,True,267,264.9069161415,stimulus,
juan-carlos,True,268,265.6569330692,stimulus,
juan-carlos,True,268,265.6598250866,tap,l
juan-carlos,True,268,266.3898530006,tap,s
juan-carlos,True,269,266.4069540501,stimulus,
juan-carlos,True,269,267.1240689754,tap,s
juan-carlos,True,270,267.1569759846,stimulus,
juan-carlos,True,270,267.8298521042,tap,l
juan-carlos,True,271,267.9069921970,stimulus,
juan-carlos,True,271,268.5640811920,tap,s
juan-carlos,True,272,268.6570100784,stimulus,
juan-carlos,True,272,269.2414159775,tap,s
juan-carlos,True,273,269.4070231915,stimulus,
juan-carlos,True,273,269.9311501980,tap,l
juan-carlos,True,274,270.1570429802,stimulus,
juan-carlos,True,274,270.6935591698,tap,s
juan-carlos,True,275,270.9070580006,stimulus,
juan-carlos,True,275,271.3954341412,tap,s
juan-carlos,True,276,271.6570789814,stimulus,
juan-carlos,True,276,272.1377530098,tap,l
juan-carlos,True,277,272.4070880413,stimulus,
juan-carlos,True,277,272.8395891190,tap,s
juan-carlos,True,278,273.1571030617,stimulus,
juan-carlos,True,278,273.5291981697,tap,s
juan-carlos,True,279,273.9071171284,stimulus,
juan-carlos,True,279,274.2755119801,tap,l
juan-carlos,True,280,274.6571371555,stimulus,
juan-carlos,True,280,275.0380990505,tap,s
juan-carlos,True,281,275.4071531296,stimulus,
juan-carlos,True,281,275.7641739845,tap,s
juan-carlos,True,282,276.1571650505,stimulus,
juan-carlos,True,282,276.6037631035,tap,l
juan-carlos,True,283,276.9071831703,stimulus,
juan-carlos,True,283,277.4393680096,tap,s
juan-carlos,True,284,277.6571981907,stimulus,
juan-carlos,True,284,278.2627429962,tap,s
juan-carlos,True,285,278.4072129726,stimulus,
juan-carlos,True,285,278.9239971638,tap,l
juan-carlos,True,286,279.1572341919,stimulus,
juan-carlos,True,286,279.7392401695,tap,s
juan-carlos,True,287,279.9073290825,stimulus,
juan-carlos,True,287,280.4896121025,tap,s
juan-carlos,True,288,280.6573030949,stimulus,
juan-carlos,True,288,281.1508920193,tap,l
juan-carlos,True,289,281.4073131084,stimulus,
juan-carlos,True,289,282.0998561382,tap,s
juan-carlos,True,290,282.1573281288,stimulus,
juan-carlos,True,290,282.8300781250,tap,s
