# {'participant': 'juan-carlos', 'session': 'baseline', 'EEG': 'Yes', 'date': '2022_févr._01_1646', 'expName': 'FT-RSGT-rTMS', 'frameRate': 60.00640937600146}
subj, EEG,trial,time, stimulus, response
juan-carlos,True,281,290.8226220608,tap,l
juan-carlos,True,282,290.9931619167,stimulus,
juan-carlos,True,282,291.5083830357,tap,s
juan-carlos,True,283,291.7431890965,stimulus,
juan-carlos,True,283,292.3482749462,tap,s
juan-carlos,True,284,292.4931991100,stimulus,
juan-carlos,True,284,293.0988759995,tap,l
juan-carlos,True,285,293.2432770729,stimulus,
juan-carlos,True,285,293.8048989773,tap,s
juan-carlos,True,286,293.9932780266,stimulus,
juan-carlos,True,286,294.4501268864,tap,s
juan-carlos,True,287,294.7432780266,stimulus,
juan-carlos,True,287,295.1764590740,tap,l
juan-carlos,True,288,295.4932789803,stimulus,
juan-carlos,True,288,295.9594500065,tap,s
juan-carlos,True,289,296.2433309555,stimulus,
juan-carlos,True,289,296.7019979954,tap,s
juan-carlos,True,290,296.9933569431,stimulus,
juan-carlos,True,290,297.4121530056,tap,l
juan-carlos,True,291,297.7433710098,stimulus,
juan-carlos,True,291,298.2034039497,tap,s
juan-carlos,True,292,298.4933590889,stimulus,
juan-carlos,True,292,298.9661130905,tap,s
juan-carlos,True,293,299.2433710098,stimulus,
juan-carlos,True,293,299.6843941212,tap,l
juan-carlos,True,294,299.9933879375,stimulus,
juan-carlos,True,294,300.4999749660,tap,s
juan-carlos,True,295,300.7434079647,stimulus,
juan-carlos,True,295,301.2951040268,tap,s
juan-carlos,True,296,301.4934260845,stimulus,
juan-carlos,True,296,301.9971330166,tap,l
juan-carlos,True,297,302.2434430122,stimulus,
juan-carlos,True,297,302.7235178947,tap,s
juan-carlos,True,298,302.9934589863,stimulus,
juan-carlos,True,298,303.4538381100,tap,s
juan-carlos,True,299,303.7434859276,stimulus,
juan-carlos,True,299,304.2247259617,tap,l
juan-carlos,True,300,304.4935100079,stimulus,
juan-carlos,True,300,305.0888741016,tap,s
juan-carlos,True,301,305.2435259819,stimulus,
juan-carlos,True,301,305.7989358902,tap,s
juan-carlos,True,302,305.9935419559,stimulus,
juan-carlos,True,302,306.5050609112,tap,l
juan-carlos,True,303,306.7435600758,stimulus,
juan-carlos,True,303,307.2273740768,tap,s
juan-carlos,True,304,307.4935779572,stimulus,
juan-carlos,True,304,307.9455308914,tap,s
juan-carlos,True,305,308.2435951233,stimulus,
juan-carlos,True,305,308.6840560436,tap,l
juan-carlos,True,306,308.9936139584,stimulus,
juan-carlos,True,306,309.3778688908,tap,s
juan-carlos,True,307,309.7436370850,stimulus,
juan-carlos,True,307,310.1651151180,tap,s
juan-carlos,True,308,310.4936559200,stimulus,
juan-carlos,True,308,310.9562959671,tap,l
juan-carlos,True,309,311.2436830997,stimulus,
juan-carlos,True,309,311.7353670597,tap,s
juan-carlos,True,310,311.9936931133,stimulus,
juan-carlos,True,310,312.4658000469,tap,s
juan-carlos,True,311,312.7437100410,stimulus,
juan-carlos,True,311,313.1758680344,tap,l
juan-carlos,True,312,313.4937269688,stimulus,
juan-carlos,True,312,313.9548339844,tap,s
juan-carlos,True,313,314.2437510490,stimulus,
juan-carlos,True,313,314.6731619835,tap,s
juan-carlos,True,314,314.9937689304,stimulus,
juan-carlos,True,314,315.3933789730,tap,l
juan-carlos,True,315,315.7437829971,stimulus,
juan-carlos,True,315,316.1739749908,tap,s
juan-carlos,True,316,316.4938020706,stimulus,
juan-carlos,True,316,316.9488859177,tap,s
juan-carlos,True,317,317.2438130379,stimulus,
juan-carlos,True,317,317.6955270767,tap,l
juan-carlos,True,318,317.9938399792,stimulus,
juan-carlos,True,318,318.6083760262,tap,s
juan-carlos,True,319,318.7438509464,stimulus,
juan-carlos,True,319,319.3184590340,tap,s
juan-carlos,True,320,319.4938969612,stimulus,
juan-carlos,True,320,320.1055319309,tap,l
juan-carlos,True,321,320.2438910007,stimulus,
juan-carlos,True,321,320.9291698933,tap,s
juan-carlos,True,322,320.9939138889,stimulus,
juan-carlos,True,322,321.6798920631,tap,s
juan-carlos,True,323,321.7439279556,stimulus,
juan-carlos,True,323,322.3210189342,tap,l
juan-carlos,True,324,322.4939429760,stimulus,
juan-carlos,True,324,323.0757389069,tap,s
juan-carlos,True,325,323.2439670563,stimulus,
juan-carlos,True,325,323.7330811024,tap,s
juan-carlos,True,326,323.9939920902,stimulus,
juan-carlos,True,326,324.4351539612,tap,l
juan-carlos,True,327,324.7440190315,stimulus,
juan-carlos,True,327,325.2265150547,tap,s
juan-carlos,True,328,325.4940619469,stimulus,
juan-carlos,True,328,325.8958399296,tap,s
juan-carlos,True,329,326.2440500259,stimulus,
juan-carlos,True,329,326.6586790085,tap,l
juan-carlos,True,330,326.9940629005,stimulus,
juan-carlos,True,330,327.4335811138,tap,s
juan-carlos,True,331,327.7440590858,stimulus,
juan-carlos,True,331,328.1113159657,tap,s
juan-carlos,True,332,328.4941029549,stimulus,
juan-carlos,True,332,328.8416020870,tap,l
juan-carlos,True,333,329.2441229820,stimulus,
juan-carlos,True,333,329.6894869804,tap,s
juan-carlos,True,334,329.9941380024,stimulus,
juan-carlos,True,334,330.3915510178,tap,s
juan-carlos,True,335,330.7441530228,stimulus,
juan-carlos,True,335,331.1057419777,tap,l
juan-carlos,True,336,331.4941699505,stimulus,
juan-carlos,True,336,331.9618349075,tap,s
juan-carlos,True,337,332.2441840172,stimulus,
juan-carlos,True,337,332.6800210476,tap,s
juan-carlos,True,338,332.9942069054,stimulus,
juan-carlos,True,338,333.3779249191,tap,l
juan-carlos,True,339,333.7442140579,stimulus,
juan-carlos,True,339,334.2503750324,tap,s
juan-carlos,True,340,334.4942378998,stimulus,
juan-carlos,True,340,335.0293240547,tap,s
juan-carlos,True,341,335.2443249226,stimulus,
juan-carlos,True,341,335.7596259117,tap,l
juan-carlos,True,342,335.9943270683,stimulus,
juan-carlos,True,342,336.5549440384,tap,s
juan-carlos,True,343,336.7443270683,stimulus,
juan-carlos,True,343,337.3827021122,tap,s
juan-carlos,True,344,337.4943280220,stimulus,
juan-carlos,True,344,337.9873280525,tap,l
juan-carlos,True,345,338.2443280220,stimulus,
juan-carlos,True,345,338.7500660419,tap,s
juan-carlos,True,346,342.4568500519,probe_task,3
juan-carlos, True,346,365.7899351120,probe_intention,1
juan-carlos,True,346,372.0889511108,probe_distraction,0
juan-carlos,True,347,375.8721520901,stimulus,
juan-carlos,True,347,376.6161279678,tap,s
juan-carlos,True,348,376.6220130920,stimulus,
juan-carlos,True,348,377.3666579723,tap,s
juan-carlos,True,349,377.3720149994,stimulus,
juan-carlos,True,350,378.1220319271,stimulus,
juan-carlos,True,351,378.8720479012,stimulus,
juan-carlos,True,352,379.6220619678,stimulus,
juan-carlos,True,352,379.6866309643,tap,s
juan-carlos,True,352,380.3602681160,tap,s
juan-carlos,True,353,380.3720829487,stimulus,
juan-carlos,True,353,381.0419349670,tap,l
juan-carlos,True,354,381.1220989227,stimulus,
juan-carlos,True,354,381.6709249020,tap,s
juan-carlos,True,355,381.8721139431,stimulus,
juan-carlos,True,355,382.4377920628,tap,s
juan-carlos,True,356,382.6221339703,stimulus,
juan-carlos,True,356,383.1640489101,tap,l
juan-carlos,True,357,383.3721520901,stimulus,
juan-carlos,True,357,384.0201721191,tap,s
juan-carlos,True,358,384.1222069263,stimulus,
juan-carlos,True,358,384.7343819141,tap,s
juan-carlos,True,359,384.8722128868,stimulus,
juan-carlos,True,359,385.2902400494,tap,l
juan-carlos,True,360,385.6222109795,stimulus,
juan-carlos,True,360,386.0813829899,tap,s
juan-carlos,True,361,386.3722279072,stimulus,
juan-carlos,True,361,386.8564350605,tap,s
juan-carlos,True,362,387.1222410202,stimulus,
juan-carlos,True,362,387.4731409550,tap,l
juan-carlos,True,363,387.8722538948,stimulus,
juan-carlos,True,363,388.2116739750,tap,s
juan-carlos,True,364,388.6222441196,stimulus,
juan-carlos,True,364,388.8973860741,tap,s
juan-carlos,True,365,389.3723020554,stimulus,
juan-carlos,True,365,389.5346210003,tap,l
juan-carlos,True,365,390.0459001064,tap,s
juan-carlos,True,366,390.1223890781,stimulus,
juan-carlos,True,366,390.7357549667,tap,s
juan-carlos,True,367,390.8723890781,stimulus,
juan-carlos,True,367,391.4579679966,tap,l
juan-carlos,True,368,391.6223909855,stimulus,
juan-carlos,True,368,392.2411000729,tap,s
juan-carlos,True,369,392.3723909855,stimulus,
juan-carlos,True,369,392.9024610519,tap,s
juan-carlos,True,370,393.1224629879,stimulus,
juan-carlos,True,370,393.5882101059,tap,l
juan-carlos,True,371,393.8723928928,stimulus,
juan-carlos,True,371,394.2090489864,tap,s
juan-carlos,True,372,394.6224699020,stimulus,
juan-carlos,True,372,394.9232189655,tap,s
juan-carlos,True,373,395.3724451065,stimulus,
juan-carlos,True,373,396.0063951015,tap,l
juan-carlos,True,374,396.1224648952,stimulus,
juan-carlos,True,374,396.7084469795,tap,s
juan-carlos,True,375,396.8724780083,stimulus,
juan-carlos,True,375,397.4063959122,tap,s
juan-carlos,True,376,397.6224930286,stimulus,
juan-carlos,True,376,398.1691179276,tap,l
juan-carlos,True,377,398.3725130558,stimulus,
juan-carlos,True,377,398.9441490173,tap,s
juan-carlos,True,378,399.1225349903,stimulus,
juan-carlos,True,378,399.6420481205,tap,s
juan-carlos,True,379,399.8725450039,stimulus,
juan-carlos,True,379,400.3845939636,tap,l
juan-carlos,True,380,400.6225609779,stimulus,
juan-carlos,True,380,401.2000648975,tap,s
juan-carlos,True,381,401.3725750446,stimulus,
juan-carlos,True,381,401.9912259579,tap,s
juan-carlos,True,382,402.1225891113,stimulus,
juan-carlos,True,382,402.7014780045,tap,l
juan-carlos,True,383,402.8726089001,stimulus,
juan-carlos,True,383,403.4074730873,tap,s
juan-carlos,True,384,403.6226279736,stimulus,
juan-carlos,True,384,404.1622059345,tap,s
juan-carlos,True,385,404.3726530075,stimulus,
juan-carlos,True,385,404.8439400196,tap,l
juan-carlos,True,386,405.1226661205,stimulus,
juan-carlos,True,386,405.7161250114,tap,s
juan-carlos,True,387,405.8726830482,stimulus,
juan-carlos,True,387,406.4465770721,tap,s
juan-carlos,True,388,406.6227059364,stimulus,
juan-carlos,True,388,407.0958120823,tap,l
juan-carlos,True,389,407.3727209568,stimulus,
juan-carlos,True,389,407.8708629608,tap,s
juan-carlos,True,390,408.1227350235,stimulus,
juan-carlos,True,390,408.6701369286,tap,s
juan-carlos,True,391,408.8727591038,stimulus,
juan-carlos,True,391,409.4167249203,tap,l
juan-carlos,True,392,409.6227788925,stimulus,
juan-carlos,True,392,410.2118649483,tap,s
juan-carlos,True,393,410.3728010654,stimulus,
juan-carlos,True,393,410.8936479092,tap,s
juan-carlos,True,394,411.1228230000,stimulus,
juan-carlos,True,394,411.7254130840,tap,l
juan-carlos,True,395,411.8728399277,stimulus,
juan-carlos,True,395,412.4272820950,tap,s
juan-carlos,True,396,412.6228499413,stimulus,
juan-carlos,True,396,413.1374149323,tap,s
juan-carlos,True,397,413.3728699684,stimulus,
juan-carlos,True,397,413.9041941166,tap,l
juan-carlos,True,398,414.1228909492,stimulus,
juan-carlos,True,398,414.6385970116,tap,s
juan-carlos,True,399,414.8729150295,stimulus,
juan-carlos,True,399,415.3365039825,tap,s
juan-carlos,True,400,415.6229290962,stimulus,
juan-carlos,True,400,416.0871129036,tap,l
juan-carlos,True,401,416.3729450703,stimulus,
juan-carlos,True,401,416.6877660751,tap,s
juan-carlos,True,402,417.1229579449,stimulus,
juan-carlos,True,402,417.6858410835,tap,s
juan-carlos,True,403,417.8729760647,stimulus,
juan-carlos,True,403,418.3027460575,tap,l
juan-carlos,True,404,418.6229929924,stimulus,
juan-carlos,True,404,419.0249190331,tap,s
juan-carlos,True,405,419.3730061054,stimulus,
juan-carlos,True,405,419.7836909294,tap,s
juan-carlos,True,406,420.1230270863,stimulus,
juan-carlos,True,406,420.5383400917,tap,l
juan-carlos,True,407,420.8730490208,stimulus,
juan-carlos,True,407,421.3375010490,tap,s
juan-carlos,True,408,421.6230618954,stimulus,
juan-carlos,True,408,422.0801639557,tap,s
juan-carlos,True,409,422.3730740547,stimulus,
juan-carlos,True,409,422.9608449936,tap,l
juan-carlos,True,410,423.1230909824,stimulus,
juan-carlos,True,410,423.5165491104,tap,s
juan-carlos,True,411,423.8731310368,stimulus,
juan-carlos,True,411,424.3726809025,tap,s
juan-carlos,True,412,424.6231310368,stimulus,
juan-carlos,True,412,425.0828189850,tap,l
juan-carlos,True,413,425.3731520176,stimulus,
juan-carlos,True,413,426.0118799210,tap,s
juan-carlos,True,414,426.1231660843,stimulus,
juan-carlos,True,414,426.6043200493,tap,s
juan-carlos,True,415,426.8731861115,stimulus,
juan-carlos,True,415,427.3064310551,tap,l
juan-carlos,True,416,427.6231799126,stimulus,
juan-carlos,True,416,428.0611269474,tap,s
juan-carlos,True,417,428.3732199669,stimulus,
juan-carlos,True,417,428.7427449226,tap,s
juan-carlos,True,418,429.1232469082,stimulus,
juan-carlos,True,418,429.5299389362,tap,l
juan-carlos,True,419,429.8732531071,stimulus,
juan-carlos,True,419,430.3778650761,tap,s
juan-carlos,True,420,430.6232678890,stimulus,
juan-carlos,True,420,431.1529428959,tap,s
juan-carlos,True,421,431.3732869625,stimulus,
juan-carlos,True,421,431.8549599648,tap,l
juan-carlos,True,422,432.1232850552,stimulus,
juan-carlos,True,422,432.5690519810,tap,s
juan-carlos,True,423,432.8733320236,stimulus,
juan-carlos,True,423,433.2953610420,tap,s
juan-carlos,True,424,433.6233448982,stimulus,
juan-carlos,True,424,433.9892361164,tap,l
juan-carlos,True,425,434.3734400272,stimulus,
juan-carlos,True,425,434.7561900616,tap,s
juan-carlos,True,426,435.1234409809,stimulus,
juan-carlos,True,426,435.4581930637,tap,s
juan-carlos,True,427,435.8734419346,stimulus,
juan-carlos,True,427,436.1965720654,tap,l
juan-carlos,True,428,436.6234428883,stimulus,
juan-carlos,True,428,436.8987329006,tap,s
juan-carlos,True,429,437.3734428883,stimulus,
juan-carlos,True,429,437.7141149044,tap,s
juan-carlos,True,430,438.1234440804,stimulus,
juan-carlos,True,430,438.4363040924,tap,l
juan-carlos,True,431,438.8735139370,stimulus,
juan-carlos,True,431,439.1383349895,tap,s
juan-carlos,True,432,439.6235160828,stimulus,
juan-carlos,True,432,439.9457190037,tap,s
juan-carlos,True,433,440.3735339642,stimulus,
juan-carlos,True,433,440.7571558952,tap,l
juan-carlos,True,434,441.1235229969,stimulus,
juan-carlos,True,434,441.5403020382,tap,s
juan-carlos,True,435,441.8735449314,stimulus,
juan-carlos,True,435,442.2665860653,tap,s
juan-carlos,True,436,442.6235630512,stimulus,
juan-carlos,True,436,443.1307690144,tap,l
juan-carlos,True,437,443.3735730648,stimulus,
juan-carlos,True,437,443.9950089455,tap,s
juan-carlos,True,438,444.1236190796,stimulus,
juan-carlos,True,438,444.6725950241,tap,s
juan-carlos,True,439,444.8736689091,stimulus,
juan-carlos,True,439,445.3300600052,tap,l
juan-carlos,True,440,445.6236360073,stimulus,
juan-carlos,True,440,446.0479500294,tap,s
juan-carlos,True,441,446.3736479282,stimulus,
juan-carlos,True,441,446.7621679306,tap,s
juan-carlos,True,442,447.1236550808,stimulus,
juan-carlos,True,442,447.5859179497,tap,l
juan-carlos,True,443,447.8736779690,stimulus,
juan-carlos,True,443,448.3649349213,tap,s
juan-carlos,True,444,448.6236970425,stimulus,
juan-carlos,True,444,449.2087790966,tap,s
juan-carlos,True,445,449.3737049103,stimulus,
juan-carlos,True,445,449.8946309090,tap,l
juan-carlos,True,446,450.1237280369,stimulus,
juan-carlos,True,446,450.6574580669,tap,s
juan-carlos,True,447,450.8737449646,stimulus,
juan-carlos,True,447,451.3593130112,tap,s
juan-carlos,True,448,451.6237599850,stimulus,
juan-carlos,True,448,451.9761140347,tap,l
juan-carlos,True,449,452.3737819195,stimulus,
juan-carlos,True,449,452.8727478981,tap,s
juan-carlos,True,450,453.1238019466,stimulus,
juan-carlos,True,450,453.7206609249,tap,s
juan-carlos,True,451,453.8738219738,stimulus,
juan-carlos,True,451,454.4795451164,tap,l
juan-carlos,True,452,454.6238400936,stimulus,
juan-carlos,True,452,455.2908990383,tap,s
juan-carlos,True,453,455.3738610744,stimulus,
juan-carlos,True,453,456.0984649658,tap,s
juan-carlos,True,454,456.1238839626,stimulus,
juan-carlos,True,454,456.7452659607,tap,l
juan-carlos,True,455,456.8739039898,stimulus,
juan-carlos,True,455,457.5910449028,tap,s
juan-carlos,True,456,457.6239209175,stimulus,
juan-carlos,True,456,458.2848129272,tap,s
juan-carlos,True,457,458.3739390373,stimulus,
juan-carlos,True,457,459.0152029991,tap,l
juan-carlos,True,458,459.1239550114,stimulus,
juan-carlos,True,458,459.7941551208,tap,s
juan-carlos,True,459,459.8739719391,stimulus,
juan-carlos,True,459,460.5042788982,tap,s
juan-carlos,True,460,460.6240000725,stimulus,
juan-carlos,True,460,461.2995619774,tap,l
juan-carlos,True,461,464.5526030064,probe_task,3
juan-carlos, True,461,466.8528990746,probe_intention,1
juan-carlos,True,461,471.1186759472,probe_distraction,0
juan-carlos,True,462,474.9019079208,stimulus,
juan-carlos,True,462,475.2191751003,tap,l
juan-carlos,True,463,475.6517620087,stimulus,
juan-carlos,True,463,475.7142100334,tap,l
juan-carlos,True,464,476.4017739296,stimulus,
juan-carlos,True,464,476.6270771027,tap,l
juan-carlos,True,465,477.1517899036,stimulus,
juan-carlos,True,465,477.2885589600,tap,s
juan-carlos,True,466,477.9018030167,stimulus,
juan-carlos,True,466,477.9580190182,tap,s
juan-carlos,True,466,478.5870740414,tap,l
juan-carlos,True,467,478.6518180370,stimulus,
juan-carlos,True,467,479.3336899281,tap,s
juan-carlos,True,468,479.4018390179,stimulus,
juan-carlos,True,468,480.0761859417,tap,s
juan-carlos,True,469,480.1518669128,stimulus,
juan-carlos,True,469,480.7376530170,tap,l
juan-carlos,True,470,480.9018890858,stimulus,
juan-carlos,True,470,481.6463730335,tap,s
juan-carlos,True,471,481.6519050598,stimulus,
juan-carlos,True,471,482.2915968895,tap,s
juan-carlos,True,472,482.4019229412,stimulus,
juan-carlos,True,472,482.9490399361,tap,l
juan-carlos,True,473,483.1519389153,stimulus,
juan-carlos,True,473,483.7442018986,tap,s
juan-carlos,True,474,483.9019520283,stimulus,
juan-carlos,True,474,484.4138190746,tap,s
juan-carlos,True,475,484.6519761086,stimulus,
juan-carlos,True,475,485.1076309681,tap,l
juan-carlos,True,476,485.4019889832,stimulus,
juan-carlos,True,476,485.8745949268,tap,s
juan-carlos,True,477,486.1520049572,stimulus,
juan-carlos,True,477,486.6455700397,tap,s
juan-carlos,True,478,486.9020240307,stimulus,
juan-carlos,True,478,487.3717861176,tap,l
juan-carlos,True,479,487.6520459652,stimulus,
juan-carlos,True,479,488.1953680515,tap,s
juan-carlos,True,480,488.4020709991,stimulus,
juan-carlos,True,480,488.9460659027,tap,s
juan-carlos,True,481,489.1520860195,stimulus,
juan-carlos,True,481,489.5465989113,tap,l
juan-carlos,True,482,489.9021089077,stimulus,
juan-carlos,True,482,490.3743989468,tap,s
juan-carlos,True,483,490.6521370411,stimulus,
juan-carlos,True,483,491.1858599186,tap,s
juan-carlos,True,484,491.4021549225,stimulus,
juan-carlos,True,484,491.8715829849,tap,l
juan-carlos,True,485,492.1521658897,stimulus,
juan-carlos,True,485,492.5775070190,tap,s
juan-carlos,True,486,492.9021971226,stimulus,
juan-carlos,True,486,493.2715070248,tap,s
juan-carlos,True,487,493.6522009373,stimulus,
juan-carlos,True,487,493.9247169495,tap,l
juan-carlos,True,488,494.4022200108,stimulus,
juan-carlos,True,488,494.7727580070,tap,s
juan-carlos,True,489,495.1522450447,stimulus,
juan-carlos,True,489,495.6003820896,tap,s
juan-carlos,True,490,495.9022250175,stimulus,
juan-carlos,True,490,496.3755109310,tap,l
juan-carlos,True,491,496.6522789001,stimulus,
juan-carlos,True,491,497.0611820221,tap,s
juan-carlos,True,492,497.4023089409,stimulus,
juan-carlos,True,492,497.7388539314,tap,s
juan-carlos,True,493,498.1523129940,stimulus,
juan-carlos,True,493,498.4976360798,tap,l
juan-carlos,True,494,498.9023399353,stimulus,
juan-carlos,True,494,499.1509358883,tap,s
juan-carlos,True,495,499.6523540020,stimulus,
juan-carlos,True,495,499.8607621193,tap,s
juan-carlos,True,496,500.4023690224,stimulus,
juan-carlos,True,496,500.4980580807,tap,l
juan-carlos,True,497,501.1523900032,stimulus,
juan-carlos,True,497,501.1919000149,tap,s
juan-carlos,True,497,501.8290319443,tap,s
juan-carlos,True,498,501.9024040699,stimulus,
juan-carlos,True,498,502.4458160400,tap,l
juan-carlos,True,499,502.6524240971,stimulus,
juan-carlos,True,499,503.1519680023,tap,s
juan-carlos,True,500,503.4024441242,stimulus,
juan-carlos,True,500,504.0201470852,tap,s
juan-carlos,True,501,504.1525208950,stimulus,
juan-carlos,True,501,504.1625890732,tap,l
juan-carlos,True,501,504.7346498966,tap,s
juan-carlos,True,502,504.9025220871,stimulus,
juan-carlos,True,502,505.5502979755,tap,s
juan-carlos,True,503,505.6525230408,stimulus,
juan-carlos,True,503,506.2765219212,tap,l
juan-carlos,True,504,506.4025230408,stimulus,
juan-carlos,True,504,507.0838088989,tap,s
juan-carlos,True,505,507.1526091099,stimulus,
juan-carlos,True,505,507.8913099766,tap,s
juan-carlos,True,506,507.9025940895,stimulus,
juan-carlos,True,506,508.5242209435,tap,l
juan-carlos,True,507,508.6526110172,stimulus,
juan-carlos,True,507,509.3154489994,tap,s
juan-carlos,True,508,509.4025950432,stimulus,
juan-carlos,True,508,510.0539810658,tap,s
juan-carlos,True,509,510.1526091099,stimulus,
juan-carlos,True,509,510.7315270901,tap,l
juan-carlos,True,510,510.9026029110,stimulus,
juan-carlos,True,510,511.4700489044,tap,s
juan-carlos,True,511,511.6526439190,stimulus,
juan-carlos,True,511,512.0543830395,tap,s
juan-carlos,True,512,512.4026598930,stimulus,
juan-carlos,True,512,512.8699281216,tap,l
juan-carlos,True,513,513.1526839733,stimulus,
juan-carlos,True,513,513.7503170967,tap,s
juan-carlos,True,514,513.9027140141,stimulus,
juan-carlos,True,514,514.4199171066,tap,s
juan-carlos,True,515,514.6527318954,stimulus,
juan-carlos,True,515,515.0487680435,tap,l
juan-carlos,True,516,515.4027540684,stimulus,
juan-carlos,True,516,515.9860060215,tap,s
juan-carlos,True,517,516.1527750492,stimulus,
juan-carlos,True,517,516.7367041111,tap,s
juan-carlos,True,518,516.9027960300,stimulus,
juan-carlos,True,518,517.5034461021,tap,l
juan-carlos,True,519,517.6528089046,stimulus,
juan-carlos,True,519,518.2826430798,tap,s
juan-carlos,True,520,518.4028289318,stimulus,
juan-carlos,True,520,519.0291271210,tap,s
juan-carlos,True,521,519.1528398991,stimulus,
juan-carlos,True,521,519.6621708870,tap,l
juan-carlos,True,522,519.9028639793,stimulus,
juan-carlos,True,522,520.4210669994,tap,s
juan-carlos,True,523,520.6528859138,stimulus,
juan-carlos,True,523,521.2852270603,tap,s
juan-carlos,True,524,521.4029049873,stimulus,
juan-carlos,True,524,521.9303851128,tap,l
juan-carlos,True,525,522.1529209614,stimulus,
juan-carlos,True,525,522.7012751102,tap,s
juan-carlos,True,526,522.9029519558,stimulus,
juan-carlos,True,526,523.4032850266,tap,s
juan-carlos,True,527,523.6529610157,stimulus,
juan-carlos,True,527,524.0687661171,tap,l
juan-carlos,True,528,524.4029819965,stimulus,
juan-carlos,True,528,524.8112859726,tap,l
juan-carlos,True,529,525.1530010700,stimulus,
juan-carlos,True,529,525.8660819530,tap,l
juan-carlos,True,530,525.9030179977,stimulus,
juan-carlos,True,530,526.5842349529,tap,s
juan-carlos,True,531,526.6530399323,stimulus,
juan-carlos,True,531,527.2295460701,tap,s
juan-carlos,True,532,527.4030539989,stimulus,
juan-carlos,True,532,527.8990540504,tap,l
juan-carlos,True,533,528.1530780792,stimulus,
juan-carlos,True,533,528.6822431087,tap,s
juan-carlos,True,534,528.9030990601,stimulus,
juan-carlos,True,534,529.4449369907,tap,s
juan-carlos,True,535,529.6531119347,stimulus,
juan-carlos,True,535,530.1470179558,tap,l
juan-carlos,True,536,530.4031300545,stimulus,
juan-carlos,True,536,530.8732790947,tap,s
juan-carlos,True,537,531.1531450748,stimulus,
juan-carlos,True,537,531.6077461243,tap,s
juan-carlos,True,538,531.9031620026,stimulus,
juan-carlos,True,538,532.3746299744,tap,l
juan-carlos,True,539,532.6531960964,stimulus,
juan-carlos,True,539,533.2063269615,tap,s
juan-carlos,True,540,533.4031989574,stimulus,
juan-carlos,True,540,533.9083220959,tap,s
juan-carlos,True,541,534.1532161236,stimulus,
juan-carlos,True,541,534.5415549278,tap,l
juan-carlos,True,542,534.9032371044,stimulus,
juan-carlos,True,542,535.4137370586,tap,s
juan-carlos,True,543,535.6532509327,stimulus,
juan-carlos,True,543,536.0833759308,tap,s
juan-carlos,True,544,536.4032759666,stimulus,
juan-carlos,True,544,536.8178040981,tap,l
juan-carlos,True,545,537.1532909870,stimulus,
juan-carlos,True,545,537.5685579777,tap,s
juan-carlos,True,546,537.9033160210,stimulus,
juan-carlos,True,546,538.3151280880,tap,s
juan-carlos,True,547,538.6533279419,stimulus,
juan-carlos,True,547,539.0900890827,tap,l
juan-carlos,True,548,539.4033529758,stimulus,
juan-carlos,True,549,540.1533739567,stimulus,
juan-carlos,True,549,540.1935610771,tap,s
juan-carlos,True,549,540.8347299099,tap,s
juan-carlos,True,550,540.9033970833,stimulus,
juan-carlos,True,550,541.4961469173,tap,l
juan-carlos,True,551,541.6534140110,stimulus,
juan-carlos,True,551,542.3075640202,tap,s
juan-carlos,True,552,542.4034318924,stimulus,
juan-carlos,True,552,543.0055649281,tap,s
juan-carlos,True,553,543.1534581184,stimulus,
juan-carlos,True,553,543.6751110554,tap,l
juan-carlos,True,554,543.9034719467,stimulus,
juan-carlos,True,554,544.4501829147,tap,s
juan-carlos,True,555,544.6534891129,stimulus,
juan-carlos,True,555,545.1967771053,tap,s
juan-carlos,True,556,545.4035680294,stimulus,
juan-carlos,True,556,545.9635679722,tap,l
juan-carlos,True,557,546.1535689831,stimulus,
juan-carlos,True,557,546.8033449650,tap,s
juan-carlos,True,558,546.9035699368,stimulus,
juan-carlos,True,558,547.4689199924,tap,s
juan-carlos,True,559,547.6535708904,stimulus,
juan-carlos,True,559,548.2398350239,tap,l
juan-carlos,True,560,548.4036419392,stimulus,
juan-carlos,True,560,548.9905719757,tap,s
juan-carlos,True,561,549.1536409855,stimulus,
juan-carlos,True,561,549.6072919369,tap,s
juan-carlos,True,562,549.9036440849,stimulus,
juan-carlos,True,562,550.3700718880,tap,l
juan-carlos,True,563,550.6536428928,stimulus,
juan-carlos,True,563,551.1208100319,tap,s
juan-carlos,True,564,551.4036540985,stimulus,
juan-carlos,True,564,551.8307790756,tap,s
juan-carlos,True,565,552.1536760330,stimulus,
juan-carlos,True,565,552.5612170696,tap,l
juan-carlos,True,566,552.9036989212,stimulus,
juan-carlos,True,566,553.3442909718,tap,s
juan-carlos,True,567,553.6537139416,stimulus,
juan-carlos,True,567,554.2206740379,tap,s
juan-carlos,True,568,554.4037239552,stimulus,
juan-carlos,True,568,554.9307920933,tap,l
juan-carlos,True,569,555.1537480354,stimulus,
juan-carlos,True,569,555.7544269562,tap,s
juan-carlos,True,570,555.9037699699,stimulus,
juan-carlos,True,570,556.5294179916,tap,s
juan-carlos,True,571,556.6537780762,stimulus,
juan-carlos,True,571,557.1908030510,tap,l
juan-carlos,True,572,557.4037990570,stimulus,
juan-carlos,True,572,557.8927640915,tap,s
juan-carlos,True,573,558.1538209915,stimulus,
juan-carlos,True,573,558.6351931095,tap,s
juan-carlos,True,574,558.9038341045,stimulus,
