# {'participant': 'corentin', 'session': 'baseline', 'EEG': 'Yes', 'date': '2022_févr._02_1555', 'expName': 'FT-RSGT-rTMS', 'frameRate': 60.00494997803983}
condition,block_num, subj, EEG, trial,time, stimulus, response
baseline_1,1,corentin,Yes,123,113.5485479832,stimulus,
baseline_1,1,corentin,Yes,123,114.2678520679,tap,l
baseline_1,1,corentin,Yes,124,114.2985630035,stimulus,
baseline_1,1,corentin,Yes,124,115.0429270267,tap,s
baseline_1,1,corentin,Yes,125,115.0485799313,stimulus,
baseline_1,1,corentin,Yes,126,115.7986009121,stimulus,
baseline_1,1,corentin,Yes,126,115.8666799068,tap,l
baseline_1,1,corentin,Yes,127,116.5486180782,stimulus,
baseline_1,1,corentin,Yes,127,116.5972409248,tap,s
baseline_1,1,corentin,Yes,127,117.2912421227,tap,s
baseline_1,1,corentin,Yes,128,117.2986350060,stimulus,
baseline_1,1,corentin,Yes,129,118.0486581326,stimulus,
baseline_1,1,corentin,Yes,129,118.0500690937,tap,s
baseline_1,1,corentin,Yes,129,118.7481560707,tap,s
baseline_1,1,corentin,Yes,130,122.5448579788,probe_task,3
baseline_1,1,corentin, Yes,130,126.7615900040,probe_intention,1
baseline_1,1,corentin,Yes,130,130.9780859947,probe_distraction,1
baseline_1,1,corentin,Yes,131,134.7614450455,stimulus,
baseline_1,1,corentin,Yes,131,134.7616291046,tap,return
baseline_1,1,corentin,Yes,131,134.9655089378,tap,s
baseline_1,1,corentin,Yes,132,135.5112609863,stimulus,
baseline_1,1,corentin,Yes,132,135.5173931122,tap,l
baseline_1,1,corentin,Yes,133,136.2612729073,stimulus,
baseline_1,1,corentin,Yes,133,136.2698590755,tap,s
baseline_1,1,corentin,Yes,134,137.0112650394,stimulus,
baseline_1,1,corentin,Yes,134,137.0304520130,tap,s
baseline_1,1,corentin,Yes,134,137.7001779079,tap,l
baseline_1,1,corentin,Yes,135,137.7612750530,stimulus,
baseline_1,1,corentin,Yes,135,138.4792649746,tap,l
baseline_1,1,corentin,Yes,136,138.5112979412,stimulus,
baseline_1,1,corentin,Yes,136,139.2421820164,tap,l
baseline_1,1,corentin,Yes,137,139.2613120079,stimulus,
baseline_1,1,corentin,Yes,137,140.0011811256,tap,s
baseline_1,1,corentin,Yes,138,140.0113329887,stimulus,
baseline_1,1,corentin,Yes,139,140.7613620758,stimulus,
baseline_1,1,corentin,Yes,139,140.7639999390,tap,s
baseline_1,1,corentin,Yes,139,141.4701919556,tap,s
baseline_1,1,corentin,Yes,140,141.5113611221,stimulus,
baseline_1,1,corentin,Yes,140,142.2291829586,tap,s
baseline_1,1,corentin,Yes,141,142.2613770962,stimulus,
baseline_1,1,corentin,Yes,141,143.0041949749,tap,s
baseline_1,1,corentin,Yes,142,143.0113959312,stimulus,
baseline_1,1,corentin,Yes,142,143.7428290844,tap,l
baseline_1,1,corentin,Yes,143,143.7614181042,stimulus,
baseline_1,1,corentin,Yes,144,144.5114331245,stimulus,
baseline_1,1,corentin,Yes,144,144.5220041275,tap,l
baseline_1,1,corentin,Yes,144,145.2565670013,tap,l
baseline_1,1,corentin,Yes,145,145.2614459991,stimulus,
baseline_1,1,corentin,Yes,145,145.9749109745,tap,s
baseline_1,1,corentin,Yes,146,146.0114810467,stimulus,
baseline_1,1,corentin,Yes,146,146.7053270340,tap,l
baseline_1,1,corentin,Yes,147,146.7614970207,stimulus,
baseline_1,1,corentin,Yes,147,147.4886350632,tap,s
baseline_1,1,corentin,Yes,148,147.5115129948,stimulus,
baseline_1,1,corentin,Yes,148,148.1216990948,tap,s
baseline_1,1,corentin,Yes,149,148.2615249157,stimulus,
baseline_1,1,corentin,Yes,149,148.9334490299,tap,s
baseline_1,1,corentin,Yes,150,149.0115489960,stimulus,
baseline_1,1,corentin,Yes,151,149.7615730762,stimulus,
baseline_1,1,corentin,Yes,151,149.7978310585,tap,l
baseline_1,1,corentin,Yes,152,150.5115969181,stimulus,
baseline_1,1,corentin,Yes,152,150.5486819744,tap,l
baseline_1,1,corentin,Yes,153,151.2616190910,stimulus,
baseline_1,1,corentin,Yes,153,151.2953140736,tap,s
baseline_1,1,corentin,Yes,154,152.0116670132,stimulus,
baseline_1,1,corentin,Yes,154,152.1110119820,tap,s
baseline_1,1,corentin,Yes,155,152.7616801262,stimulus,
baseline_1,1,corentin,Yes,155,152.8901979923,tap,s
baseline_1,1,corentin,Yes,156,153.5116810799,stimulus,
baseline_1,1,corentin,Yes,156,153.6004440784,tap,s
baseline_1,1,corentin,Yes,157,154.2617049217,stimulus,
baseline_1,1,corentin,Yes,157,154.3147490025,tap,l
baseline_1,1,corentin,Yes,158,155.0117220879,stimulus,
baseline_1,1,corentin,Yes,158,155.0290639400,tap,l
baseline_1,1,corentin,Yes,159,155.7617371082,stimulus,
baseline_1,1,corentin,Yes,159,155.8243639469,tap,l
baseline_1,1,corentin,Yes,160,156.5117590427,stimulus,
baseline_1,1,corentin,Yes,160,156.5792870522,tap,s
baseline_1,1,corentin,Yes,161,157.2617809772,stimulus,
baseline_1,1,corentin,Yes,161,157.2732620239,tap,l
baseline_1,1,corentin,Yes,161,157.8982720375,tap,s
baseline_1,1,corentin,Yes,162,158.0117919445,stimulus,
baseline_1,1,corentin,Yes,162,158.7098689079,tap,l
baseline_1,1,corentin,Yes,163,158.7618129253,stimulus,
baseline_1,1,corentin,Yes,164,159.5118300915,stimulus,
baseline_1,1,corentin,Yes,164,159.5174551010,tap,s
baseline_1,1,corentin,Yes,165,160.2619209290,stimulus,
baseline_1,1,corentin,Yes,165,160.3008210659,tap,l
baseline_1,1,corentin,Yes,166,161.0118970871,stimulus,
baseline_1,1,corentin,Yes,166,161.0312819481,tap,l
baseline_1,1,corentin,Yes,167,161.7618970871,stimulus,
baseline_1,1,corentin,Yes,167,161.7820301056,tap,l
baseline_1,1,corentin,Yes,168,162.5119390488,stimulus,
baseline_1,1,corentin,Yes,168,162.5773169994,tap,s
baseline_1,1,corentin,Yes,169,163.2619330883,stimulus,
baseline_1,1,corentin,Yes,169,163.2876639366,tap,l
baseline_1,1,corentin,Yes,169,164.0059740543,tap,s
baseline_1,1,corentin,Yes,170,164.0119440556,stimulus,
baseline_1,1,corentin,Yes,171,164.7619650364,stimulus,
baseline_1,1,corentin,Yes,171,164.8297679424,tap,s
baseline_1,1,corentin,Yes,172,165.5119779110,stimulus,
baseline_1,1,corentin,Yes,172,165.5927031040,tap,l
baseline_1,1,corentin,Yes,173,166.2619950771,stimulus,
baseline_1,1,corentin,Yes,173,166.2744989395,tap,l
baseline_1,1,corentin,Yes,173,166.9726610184,tap,l
baseline_1,1,corentin,Yes,174,167.0120029449,stimulus,
baseline_1,1,corentin,Yes,174,167.6869790554,tap,l
baseline_1,1,corentin,Yes,175,167.7620270252,stimulus,
baseline_1,1,corentin,Yes,175,168.3079209328,tap,l
baseline_1,1,corentin,Yes,176,168.5120410919,stimulus,
baseline_1,1,corentin,Yes,176,169.0830419064,tap,s
baseline_1,1,corentin,Yes,177,169.2620561123,stimulus,
baseline_1,1,corentin,Yes,177,169.9229810238,tap,l
baseline_1,1,corentin,Yes,178,170.0120880604,stimulus,
baseline_1,1,corentin,Yes,178,170.7184860706,tap,s
baseline_1,1,corentin,Yes,179,170.7620780468,stimulus,
baseline_1,1,corentin,Yes,180,171.5121049881,stimulus,
baseline_1,1,corentin,Yes,180,171.5423021317,tap,l
baseline_1,1,corentin,Yes,181,172.2621250153,stimulus,
baseline_1,1,corentin,Yes,181,172.3660109043,tap,s
baseline_1,1,corentin,Yes,181,172.9546189308,tap,l
baseline_1,1,corentin,Yes,182,173.0121350288,stimulus,
baseline_1,1,corentin,Yes,183,173.7621769905,stimulus,
baseline_1,1,corentin,Yes,183,173.8675479889,tap,s
baseline_1,1,corentin,Yes,183,174.4886131287,tap,s
baseline_1,1,corentin,Yes,184,174.5122220516,stimulus,
baseline_1,1,corentin,Yes,184,175.2515449524,tap,s
baseline_1,1,corentin,Yes,185,175.2622220516,stimulus,
baseline_1,1,corentin,Yes,186,176.0122230053,stimulus,
baseline_1,1,corentin,Yes,186,176.1078031063,tap,l
baseline_1,1,corentin,Yes,187,176.7622349262,stimulus,
baseline_1,1,corentin,Yes,187,176.8301420212,tap,l
baseline_1,1,corentin,Yes,188,177.5123119354,stimulus,
baseline_1,1,corentin,Yes,188,177.5889999866,tap,s
baseline_1,1,corentin,Yes,189,178.2623181343,stimulus,
baseline_1,1,corentin,Yes,189,178.3397779465,tap,l
baseline_1,1,corentin,Yes,189,179.0013890266,tap,s
baseline_1,1,corentin,Yes,190,179.0123319626,stimulus,
baseline_1,1,corentin,Yes,191,179.7623150349,stimulus,
baseline_1,1,corentin,Yes,191,179.7966921329,tap,s
baseline_1,1,corentin,Yes,191,180.4907090664,tap,l
baseline_1,1,corentin,Yes,192,180.5123140812,stimulus,
baseline_1,1,corentin,Yes,192,181.2253170013,tap,l
baseline_1,1,corentin,Yes,193,181.2623279095,stimulus,
baseline_1,1,corentin,Yes,193,181.9436330795,tap,l
baseline_1,1,corentin,Yes,194,182.0123479366,stimulus,
baseline_1,1,corentin,Yes,194,182.7106409073,tap,s
baseline_1,1,corentin,Yes,195,182.7623670101,stimulus,
baseline_1,1,corentin,Yes,195,183.4046571255,tap,s
baseline_1,1,corentin,Yes,196,183.5123839378,stimulus,
baseline_1,1,corentin,Yes,196,184.1554269791,tap,l
baseline_1,1,corentin,Yes,197,184.2624089718,stimulus,
baseline_1,1,corentin,Yes,198,185.0124249458,stimulus,
baseline_1,1,corentin,Yes,198,185.0927550793,tap,s
baseline_1,1,corentin,Yes,198,185.6446769238,tap,l
baseline_1,1,corentin,Yes,199,185.7624440193,stimulus,
baseline_1,1,corentin,Yes,200,186.5124619007,stimulus,
baseline_1,1,corentin,Yes,200,186.5253839493,tap,s
baseline_1,1,corentin,Yes,200,187.1625769138,tap,l
baseline_1,1,corentin,Yes,201,187.2625029087,stimulus,
