# {'participant': 'corentin', 'session': 'baseline', 'EEG': 'Yes', 'date': '2022_févr._02_1652', 'expName': 'FT-RSGT-rTMS', 'frameRate': 59.99696746895231}
condition,block_num,subj, EEG,trial,time, stimulus, response
baseline_3,3,corentin,True,175,161.6525969505,tap,s
baseline_3,3,corentin,True,176,162.3634808064,stimulus,
baseline_3,3,corentin,True,176,162.3914098740,tap,l
baseline_3,3,corentin,True,177,163.1134958267,stimulus,
baseline_3,3,corentin,True,177,163.1586740017,tap,l
baseline_3,3,corentin,True,178,163.8635098934,stimulus,
baseline_3,3,corentin,True,178,163.9012899399,tap,s
baseline_3,3,corentin,True,178,164.6035978794,tap,s
baseline_3,3,corentin,True,179,164.6135017872,stimulus,
baseline_3,3,corentin,True,179,165.2976768017,tap,l
baseline_3,3,corentin,True,180,165.3635418415,stimulus,
baseline_3,3,corentin,True,180,165.9674248695,tap,s
baseline_3,3,corentin,True,181,166.1135678291,stimulus,
baseline_3,3,corentin,True,181,166.7305288315,tap,l
baseline_3,3,corentin,True,182,166.8635778427,stimulus,
baseline_3,3,corentin,True,182,167.5139048100,tap,l
baseline_3,3,corentin,True,183,167.6135947704,stimulus,
baseline_3,3,corentin,True,183,168.1999349594,tap,s
baseline_3,3,corentin,True,184,168.3636808395,stimulus,
baseline_3,3,corentin,True,184,168.9143898487,tap,s
baseline_3,3,corentin,True,185,169.1136817932,stimulus,
baseline_3,3,corentin,True,185,169.7422928810,tap,l
baseline_3,3,corentin,True,186,169.8636829853,stimulus,
baseline_3,3,corentin,True,186,170.5338139534,tap,l
baseline_3,3,corentin,True,187,170.6136839390,stimulus,
baseline_3,3,corentin,True,187,171.2683808804,tap,s
baseline_3,3,corentin,True,188,171.3636839390,stimulus,
baseline_3,3,corentin,True,188,172.0436837673,tap,s
baseline_3,3,corentin,True,189,172.1136848927,stimulus,
baseline_3,3,corentin,True,189,172.8514199257,tap,s
baseline_3,3,corentin,True,190,172.8637559414,stimulus,
baseline_3,3,corentin,True,190,173.5779359341,tap,s
baseline_3,3,corentin,True,191,173.6137769222,stimulus,
baseline_3,3,corentin,True,191,174.3531489372,tap,l
baseline_3,3,corentin,True,192,174.3637559414,stimulus,
baseline_3,3,corentin,True,193,175.1137738228,stimulus,
baseline_3,3,corentin,True,193,175.1608548164,tap,l
baseline_3,3,corentin,True,194,175.8637847900,stimulus,
baseline_3,3,corentin,True,194,175.8955249786,tap,l
baseline_3,3,corentin,True,195,176.6138088703,stimulus,
baseline_3,3,corentin,True,195,176.6423509121,tap,s
baseline_3,3,corentin,True,196,177.3638269901,stimulus,
baseline_3,3,corentin,True,196,177.3932387829,tap,s
baseline_3,3,corentin,True,197,178.1138467789,stimulus,
baseline_3,3,corentin,True,197,178.1198139191,tap,s
baseline_3,3,corentin,True,197,178.7125649452,tap,l
baseline_3,3,corentin,True,198,178.8638789654,stimulus,
baseline_3,3,corentin,True,198,179.4918649197,tap,l
baseline_3,3,corentin,True,199,179.6138827801,stimulus,
baseline_3,3,corentin,True,199,180.3198628426,tap,l
baseline_3,3,corentin,True,200,180.3638927937,stimulus,
baseline_3,3,corentin,True,200,181.0991868973,tap,l
baseline_3,3,corentin,True,201,181.1139199734,stimulus,
baseline_3,3,corentin,True,202,181.8639278412,stimulus,
baseline_3,3,corentin,True,202,181.8785309792,tap,l
baseline_3,3,corentin,True,202,182.5888078213,tap,l
baseline_3,3,corentin,True,203,182.6139669418,stimulus,
baseline_3,3,corentin,True,203,183.3235199451,tap,l
baseline_3,3,corentin,True,204,183.3639838696,stimulus,
baseline_3,3,corentin,True,204,184.0703608990,tap,s
baseline_3,3,corentin,True,205,184.1139957905,stimulus,
baseline_3,3,corentin,True,206,184.8640217781,stimulus,
baseline_3,3,corentin,True,206,184.8780469894,tap,l
baseline_3,3,corentin,True,206,185.5845289230,tap,s
baseline_3,3,corentin,True,207,185.6140379906,stimulus,
baseline_3,3,corentin,True,208,186.3640539646,stimulus,
baseline_3,3,corentin,True,208,186.4207007885,tap,s
baseline_3,3,corentin,True,209,187.1140758991,stimulus,
baseline_3,3,corentin,True,209,187.1593868732,tap,l
baseline_3,3,corentin,True,210,187.8640899658,stimulus,
baseline_3,3,corentin,True,210,187.9306268692,tap,l
baseline_3,3,corentin,True,211,188.6141068935,stimulus,
baseline_3,3,corentin,True,211,188.6369028091,tap,s
baseline_3,3,corentin,True,212,189.3641197681,stimulus,
baseline_3,3,corentin,True,212,189.4608399868,tap,s
baseline_3,3,corentin,True,213,190.1141347885,stimulus,
baseline_3,3,corentin,True,213,190.1224417686,tap,s
baseline_3,3,corentin,True,213,190.7841529846,tap,l
baseline_3,3,corentin,True,214,190.8641510010,stimulus,
baseline_3,3,corentin,True,214,191.5877838135,tap,l
baseline_3,3,corentin,True,215,191.6141648293,stimulus,
baseline_3,3,corentin,True,215,192.2940599918,tap,s
baseline_3,3,corentin,True,216,192.3641808033,stimulus,
baseline_3,3,corentin,True,216,193.0532729626,tap,s
baseline_3,3,corentin,True,217,193.1142439842,stimulus,
baseline_3,3,corentin,True,217,193.7999379635,tap,l
baseline_3,3,corentin,True,218,193.8642218113,stimulus,
baseline_3,3,corentin,True,218,194.5020868778,tap,l
baseline_3,3,corentin,True,219,194.6142358780,stimulus,
baseline_3,3,corentin,True,219,195.2854628563,tap,l
baseline_3,3,corentin,True,220,195.3642568588,stimulus,
baseline_3,3,corentin,True,220,196.0728249550,tap,s
baseline_3,3,corentin,True,221,196.1142818928,stimulus,
baseline_3,3,corentin,True,221,196.8481018543,tap,s
baseline_3,3,corentin,True,222,196.8643019199,stimulus,
baseline_3,3,corentin,True,222,197.5909168720,tap,s
baseline_3,3,corentin,True,223,197.6143159866,stimulus,
baseline_3,3,corentin,True,223,198.3255817890,tap,l
baseline_3,3,corentin,True,224,198.3643307686,stimulus,
baseline_3,3,corentin,True,224,199.0887157917,tap,s
baseline_3,3,corentin,True,225,199.1143558025,stimulus,
baseline_3,3,corentin,True,225,199.7827868462,tap,l
baseline_3,3,corentin,True,226,199.8643758297,stimulus,
baseline_3,3,corentin,True,226,200.5174989700,tap,s
baseline_3,3,corentin,True,227,200.6143999100,stimulus,
baseline_3,3,corentin,True,227,201.3171567917,tap,s
baseline_3,3,corentin,True,228,201.3644368649,stimulus,
baseline_3,3,corentin,True,228,202.0194039345,tap,s
baseline_3,3,corentin,True,229,202.1144559383,stimulus,
baseline_3,3,corentin,True,229,202.8189709187,tap,s
baseline_3,3,corentin,True,230,202.8644778728,stimulus,
baseline_3,3,corentin,True,230,203.5738909245,tap,s
baseline_3,3,corentin,True,231,203.6144919395,stimulus,
baseline_3,3,corentin,True,231,204.3087317944,tap,l
